,year,month,stateid,price,price-units
2418,05,2023,PACC,12.86,cents per kilowatt-hour
2419,05,2023,PACN,32.15,cents per kilowatt-hour
2420,09,2023,AK,21.17,cents per kilowatt-hour
2421,09,2023,AK,16.61,cents per kilowatt-hour
2423,09,2023,AK,24.57,cents per kilowatt-hour
2424,09,2023,AK,0.0,cents per kilowatt-hour
2425,09,2023,AZ,12.62,cents per kilowatt-hour
2426,09,2023,AZ,12.13,cents per kilowatt-hour
2427,09,2023,AZ,8.2,cents per kilowatt-hour
2429,09,2023,AZ,14.38,cents per kilowatt-hour
2430,09,2023,AZ,10.41,cents per kilowatt-hour
2431,09,2023,AR,10.16,cents per kilowatt-hour
2432,09,2023,AR,10.35,cents per kilowatt-hour
2433,09,2023,AR,7.19,cents per kilowatt-hour
2435,09,2023,AR,12.69,cents per kilowatt-hour
2436,09,2023,AR,15.52,cents per kilowatt-hour
2437,09,2023,CA,26.92,cents per kilowatt-hour
2438,09,2023,CA,27.27,cents per kilowatt-hour
2439,09,2023,CA,20.41,cents per kilowatt-hour
2441,09,2023,CA,30.01,cents per kilowatt-hour
2442,09,2023,CA,15.19,cents per kilowatt-hour
2443,09,2023,CO,12.47,cents per kilowatt-hour
2444,09,2023,CO,12.57,cents per kilowatt-hour
2445,09,2023,CO,8.95,cents per kilowatt-hour
2447,09,2023,CO,15.03,cents per kilowatt-hour
2448,09,2023,CO,15.43,cents per kilowatt-hour
2449,09,2023,CT,23.94,cents per kilowatt-hour
2450,09,2023,CT,19.98,cents per kilowatt-hour
2451,09,2023,CT,16.08,cents per kilowatt-hour
2453,09,2023,CT,29.31,cents per kilowatt-hour
2454,09,2023,CT,20.36,cents per kilowatt-hour
2455,08,2023,AZ,12.72,cents per kilowatt-hour
2456,08,2023,AZ,12.29,cents per kilowatt-hour
2457,08,2023,AZ,9.45,cents per kilowatt-hour
2459,08,2023,AZ,13.83,cents per kilowatt-hour
2460,08,2023,AZ,10.38,cents per kilowatt-hour
2461,08,2023,AR,10.29,cents per kilowatt-hour
2462,08,2023,AR,10.29,cents per kilowatt-hour
2463,08,2023,AR,7.55,cents per kilowatt-hour
2465,08,2023,AR,12.47,cents per kilowatt-hour
2466,08,2023,AR,15.52,cents per kilowatt-hour
2467,08,2023,CA,27.68,cents per kilowatt-hour
2468,08,2023,CA,28.02,cents per kilowatt-hour
2469,10,2023,OK,9.45,cents per kilowatt-hour
2470,10,2023,OK,6.05,cents per kilowatt-hour
2472,03,2023,NE,8.51,cents per kilowatt-hour
2473,03,2023,NE,7.04,cents per kilowatt-hour
2475,03,2023,NE,10.48,cents per kilowatt-hour
2476,03,2023,NE,0.0,cents per kilowatt-hour
2477,03,2023,NV,12.42,cents per kilowatt-hour
2478,03,2023,NV,11.25,cents per kilowatt-hour
2479,03,2023,NV,9.36,cents per kilowatt-hour
2481,03,2023,NV,17.11,cents per kilowatt-hour
2482,03,2023,NV,12.96,cents per kilowatt-hour
2483,03,2023,NH,24.84,cents per kilowatt-hour
2484,03,2023,NH,22.3,cents per kilowatt-hour
2485,03,2023,NH,16.43,cents per kilowatt-hour
2487,03,2023,NH,30.25,cents per kilowatt-hour
2488,03,2023,NH,0.0,cents per kilowatt-hour
2489,03,2023,NJ,14.51,cents per kilowatt-hour
2490,03,2023,NJ,13.5,cents per kilowatt-hour
2491,03,2023,NJ,10.89,cents per kilowatt-hour
2493,03,2023,NJ,17.12,cents per kilowatt-hour
2494,03,2023,NJ,11.38,cents per kilowatt-hour
2495,03,2023,NM,9.0,cents per kilowatt-hour
2496,03,2023,NM,9.99,cents per kilowatt-hour
2497,03,2023,NM,5.91,cents per kilowatt-hour
2499,03,2023,NM,13.05,cents per kilowatt-hour
2500,03,2023,NM,0.0,cents per kilowatt-hour
2501,03,2023,NY,17.24,cents per kilowatt-hour
2502,03,2023,NY,16.92,cents per kilowatt-hour
2503,03,2023,NY,6.89,cents per kilowatt-hour
2505,03,2023,NY,21.21,cents per kilowatt-hour
2506,03,2023,NY,14.73,cents per kilowatt-hour
2507,03,2023,NC,10.15,cents per kilowatt-hour
2508,03,2023,NC,9.38,cents per kilowatt-hour
2509,03,2023,NC,6.72,cents per kilowatt-hour
2511,03,2023,NC,12.67,cents per kilowatt-hour
2512,03,2023,NC,7.96,cents per kilowatt-hour
2513,03,2023,ND,7.86,cents per kilowatt-hour
2514,07,2023,ESC,6.89,cents per kilowatt-hour
2516,07,2023,ESC,13.03,cents per kilowatt-hour
2517,07,2023,ESC,0.0,cents per kilowatt-hour
2518,07,2023,WSC,10.04,cents per kilowatt-hour
2519,07,2023,WSC,9.16,cents per kilowatt-hour
2520,07,2023,WSC,6.45,cents per kilowatt-hour
2522,07,2023,WSC,13.34,cents per kilowatt-hour
2523,07,2023,WSC,7.48,cents per kilowatt-hour
2524,07,2023,MTN,11.88,cents per kilowatt-hour
2525,07,2023,MTN,11.64,cents per kilowatt-hour
2526,07,2023,MTN,8.53,cents per kilowatt-hour
2528,07,2023,MTN,14.03,cents per kilowatt-hour
2529,07,2023,MTN,13.26,cents per kilowatt-hour
2530,07,2023,PACC,20.81,cents per kilowatt-hour
2531,07,2023,PACC,21.53,cents per kilowatt-hour
2532,07,2023,PACC,14.71,cents per kilowatt-hour
2534,07,2023,PACC,23.37,cents per kilowatt-hour
2535,07,2023,PACC,12.82,cents per kilowatt-hour
2536,07,2023,PACN,29.8,cents per kilowatt-hour
2537,07,2023,PACN,28.76,cents per kilowatt-hour
2538,07,2023,PACN,27.07,cents per kilowatt-hour
2540,07,2023,PACN,34.13,cents per kilowatt-hour
2541,07,2023,PACN,0.0,cents per kilowatt-hour
2542,07,2023,US,13.06,cents per kilowatt-hour
2543,07,2023,US,12.91,cents per kilowatt-hour
2544,07,2023,US,8.36,cents per kilowatt-hour
2546,07,2023,US,15.86,cents per kilowatt-hour
2547,07,2023,US,12.77,cents per kilowatt-hour
2548,08,2023,AL,11.74,cents per kilowatt-hour
2549,08,2023,AL,12.98,cents per kilowatt-hour
2550,08,2023,AL,7.42,cents per kilowatt-hour
2552,08,2023,AL,14.19,cents per kilowatt-hour
2553,08,2023,AL,0.0,cents per kilowatt-hour
2554,08,2023,AK,21.39,cents per kilowatt-hour
2555,08,2023,AK,20.85,cents per kilowatt-hour
2556,08,2023,AK,17.6,cents per kilowatt-hour
2557,05,2023,PA,10.88,cents per kilowatt-hour
2558,05,2023,PA,7.62,cents per kilowatt-hour
2560,05,2023,PA,18.46,cents per kilowatt-hour
2561,05,2023,PA,9.3,cents per kilowatt-hour
2562,05,2023,RI,19.44,cents per kilowatt-hour
2563,05,2023,RI,15.61,cents per kilowatt-hour
2564,05,2023,RI,17.97,cents per kilowatt-hour
2566,05,2023,RI,26.84,cents per kilowatt-hour
2567,05,2023,RI,16.88,cents per kilowatt-hour
2568,09,2023,FL,11.69,cents per kilowatt-hour
2569,09,2023,GA,11.26,cents per kilowatt-hour
2570,09,2023,GA,10.53,cents per kilowatt-hour
2571,09,2023,GA,7.08,cents per kilowatt-hour
2573,09,2023,GA,13.97,cents per kilowatt-hour
2574,09,2023,GA,9.4,cents per kilowatt-hour
2575,09,2023,HI,36.65,cents per kilowatt-hour
2576,09,2023,HI,36.89,cents per kilowatt-hour
2577,09,2023,HI,32.77,cents per kilowatt-hour
2579,09,2023,HI,41.52,cents per kilowatt-hour
2580,09,2023,HI,0.0,cents per kilowatt-hour
2581,09,2023,ID,9.22,cents per kilowatt-hour
2582,09,2023,ID,8.99,cents per kilowatt-hour
2583,09,2023,ID,7.59,cents per kilowatt-hour
2585,09,2023,ID,11.53,cents per kilowatt-hour
2586,09,2023,ID,0.0,cents per kilowatt-hour
2587,09,2023,IL,11.39,cents per kilowatt-hour
2588,09,2023,IL,11.3,cents per kilowatt-hour
2589,09,2023,IL,8.03,cents per kilowatt-hour
2591,09,2023,IL,14.7,cents per kilowatt-hour
2592,09,2023,IL,7.0,cents per kilowatt-hour
2593,09,2023,IN,10.78,cents per kilowatt-hour
2594,02,2023,WA,6.46,cents per kilowatt-hour
2596,02,2023,WA,10.71,cents per kilowatt-hour
2597,02,2023,WA,10.54,cents per kilowatt-hour
2598,02,2023,WV,10.5,cents per kilowatt-hour
2599,02,2023,WV,11.41,cents per kilowatt-hour
2600,02,2023,WV,7.47,cents per kilowatt-hour
2602,02,2023,WV,13.55,cents per kilowatt-hour
2603,02,2023,WV,0.0,cents per kilowatt-hour
2604,02,2023,WI,12.5,cents per kilowatt-hour
2605,02,2023,WI,12.58,cents per kilowatt-hour
2606,02,2023,WI,8.35,cents per kilowatt-hour
2608,02,2023,WI,16.33,cents per kilowatt-hour
2609,02,2023,WI,16.41,cents per kilowatt-hour
2610,02,2023,WY,8.13,cents per kilowatt-hour
2611,02,2023,WY,8.65,cents per kilowatt-hour
2612,02,2023,WY,6.91,cents per kilowatt-hour
2614,02,2023,WY,10.26,cents per kilowatt-hour
2615,02,2023,WY,0.0,cents per kilowatt-hour
2616,02,2023,NEW,24.88,cents per kilowatt-hour
2617,02,2023,NEW,21.1,cents per kilowatt-hour
2618,02,2023,NEW,16.42,cents per kilowatt-hour
2620,02,2023,NEW,31.26,cents per kilowatt-hour
2621,02,2023,NEW,19.09,cents per kilowatt-hour
2622,02,2023,MAT,15.4,cents per kilowatt-hour
2623,02,2023,MAT,14.43,cents per kilowatt-hour
2624,02,2023,MAT,8.15,cents per kilowatt-hour
2626,02,2023,MAT,20.26,cents per kilowatt-hour
2627,02,2023,MAT,14.84,cents per kilowatt-hour
2628,02,2023,ENC,12.23,cents per kilowatt-hour
2629,06,2023,PACN,0.0,cents per kilowatt-hour
2630,06,2023,US,12.72,cents per kilowatt-hour
2631,06,2023,US,12.63,cents per kilowatt-hour
2632,06,2023,US,8.11,cents per kilowatt-hour
2634,06,2023,US,16.09,cents per kilowatt-hour
2635,06,2023,US,12.41,cents per kilowatt-hour
2636,03,2023,OK,6.0,cents per kilowatt-hour
2638,03,2023,OK,11.71,cents per kilowatt-hour
2639,03,2023,OK,0.0,cents per kilowatt-hour
2640,03,2023,OR,10.28,cents per kilowatt-hour
2641,03,2023,OR,9.91,cents per kilowatt-hour
2642,03,2023,OR,7.48,cents per kilowatt-hour
2644,03,2023,OR,12.22,cents per kilowatt-hour
2645,03,2023,OR,11.43,cents per kilowatt-hour
2646,02,2023,MI,8.21,cents per kilowatt-hour
2648,02,2023,MI,17.99,cents per kilowatt-hour
2649,02,2023,MI,12.67,cents per kilowatt-hour
2650,02,2023,MN,11.57,cents per kilowatt-hour
2651,02,2023,MN,11.53,cents per kilowatt-hour
2652,02,2023,MN,8.97,cents per kilowatt-hour
2654,02,2023,MN,13.63,cents per kilowatt-hour
2655,02,2023,MN,11.88,cents per kilowatt-hour
2656,02,2023,MS,11.41,cents per kilowatt-hour
2657,02,2023,MS,13.21,cents per kilowatt-hour
2658,02,2023,MS,7.45,cents per kilowatt-hour
2660,02,2023,MS,13.57,cents per kilowatt-hour
2661,02,2023,MS,0.0,cents per kilowatt-hour
2662,02,2023,MO,10.08,cents per kilowatt-hour
2663,02,2023,MO,9.4,cents per kilowatt-hour
2664,02,2023,MO,7.76,cents per kilowatt-hour
2666,02,2023,MO,11.36,cents per kilowatt-hour
2667,02,2023,MO,7.74,cents per kilowatt-hour
2668,02,2023,MT,10.95,cents per kilowatt-hour
2669,02,2023,MT,11.88,cents per kilowatt-hour
2670,02,2023,MT,8.19,cents per kilowatt-hour
2672,02,2023,MT,11.96,cents per kilowatt-hour
2673,02,2023,MT,0.0,cents per kilowatt-hour
2674,02,2023,NE,8.56,cents per kilowatt-hour
2675,02,2023,NE,8.32,cents per kilowatt-hour
2676,02,2023,NE,7.05,cents per kilowatt-hour
2678,02,2023,NE,10.16,cents per kilowatt-hour
2679,02,2023,NE,0.0,cents per kilowatt-hour
2680,02,2023,NV,12.76,cents per kilowatt-hour
2681,02,2023,NV,11.73,cents per kilowatt-hour
2682,02,2023,NV,9.56,cents per kilowatt-hour
2684,02,2023,NV,17.04,cents per kilowatt-hour
2685,02,2023,NV,13.21,cents per kilowatt-hour
2686,02,2023,NH,25.79,cents per kilowatt-hour
2687,02,2023,NH,23.57,cents per kilowatt-hour
2688,02,2023,NH,17.23,cents per kilowatt-hour
2690,02,2023,NH,30.98,cents per kilowatt-hour
2691,02,2023,NH,0.0,cents per kilowatt-hour
2692,02,2023,NJ,14.55,cents per kilowatt-hour
2693,02,2023,NJ,13.22,cents per kilowatt-hour
2694,02,2023,NJ,11.7,cents per kilowatt-hour
2696,02,2023,NJ,16.97,cents per kilowatt-hour
2697,02,2023,NJ,12.64,cents per kilowatt-hour
2698,02,2023,NM,9.64,cents per kilowatt-hour
2699,02,2023,NM,10.71,cents per kilowatt-hour
2700,02,2023,NM,6.07,cents per kilowatt-hour
2702,02,2023,NM,13.75,cents per kilowatt-hour
2703,02,2023,NM,0.0,cents per kilowatt-hour
2704,02,2023,NY,18.1,cents per kilowatt-hour
2705,02,2023,NY,16.24,cents per kilowatt-hour
2706,02,2023,NY,7.06,cents per kilowatt-hour
2708,02,2023,NY,24.18,cents per kilowatt-hour
2709,02,2023,NY,15.75,cents per kilowatt-hour
2710,11,2023,NM,6.07,cents per kilowatt-hour
2712,11,2023,NM,14.2,cents per kilowatt-hour
2713,11,2023,NM,0.0,cents per kilowatt-hour
2714,11,2023,NY,18.37,cents per kilowatt-hour
2715,11,2023,NY,18.34,cents per kilowatt-hour
2716,11,2023,NY,6.66,cents per kilowatt-hour
2718,11,2023,NY,22.85,cents per kilowatt-hour
2719,11,2023,NY,15.78,cents per kilowatt-hour
2720,11,2023,NC,10.64,cents per kilowatt-hour
2721,11,2023,NC,9.53,cents per kilowatt-hour
2722,11,2023,NC,7.02,cents per kilowatt-hour
2724,11,2023,NC,13.39,cents per kilowatt-hour
2725,11,2023,NC,9.27,cents per kilowatt-hour
2726,11,2023,ND,7.86,cents per kilowatt-hour
2727,11,2023,ND,7.1,cents per kilowatt-hour
2728,11,2023,ND,7.34,cents per kilowatt-hour
2730,11,2023,ND,10.77,cents per kilowatt-hour
2731,11,2023,ND,0.0,cents per kilowatt-hour
2732,11,2023,OH,11.01,cents per kilowatt-hour
2733,11,2023,OH,11.12,cents per kilowatt-hour
2734,11,2023,OH,6.83,cents per kilowatt-hour
2736,11,2023,OH,15.65,cents per kilowatt-hour
2737,11,2023,OH,6.15,cents per kilowatt-hour
2738,11,2023,OK,8.79,cents per kilowatt-hour
2739,11,2023,OK,8.95,cents per kilowatt-hour
2740,11,2023,OK,6.04,cents per kilowatt-hour
2742,11,2023,OK,11.88,cents per kilowatt-hour
2743,11,2023,OK,0.0,cents per kilowatt-hour
2744,11,2023,OR,10.44,cents per kilowatt-hour
2745,11,2023,OR,10.1,cents per kilowatt-hour
2746,11,2023,OR,7.34,cents per kilowatt-hour
2748,11,2023,OR,12.99,cents per kilowatt-hour
2749,11,2023,OR,11.51,cents per kilowatt-hour
2750,11,2023,PA,12.6,cents per kilowatt-hour
2751,11,2023,PA,11.29,cents per kilowatt-hour
2752,11,2023,PA,7.75,cents per kilowatt-hour
2754,11,2023,PA,18.11,cents per kilowatt-hour
2755,11,2023,PA,10.08,cents per kilowatt-hour
2756,11,2023,RI,23.4,cents per kilowatt-hour
2757,11,2023,RI,19.27,cents per kilowatt-hour
2758,02,2023,ENC,11.97,cents per kilowatt-hour
2759,02,2023,ENC,8.31,cents per kilowatt-hour
2761,02,2023,ENC,16.28,cents per kilowatt-hour
2762,02,2023,ENC,7.08,cents per kilowatt-hour
2763,02,2023,WNC,9.94,cents per kilowatt-hour
2764,02,2023,WNC,9.89,cents per kilowatt-hour
2765,02,2023,WNC,7.46,cents per kilowatt-hour
2767,02,2023,WNC,12.03,cents per kilowatt-hour
2768,02,2023,WNC,9.72,cents per kilowatt-hour
2769,02,2023,SAT,12.06,cents per kilowatt-hour
2770,02,2023,SAT,11.2,cents per kilowatt-hour
2771,02,2023,SAT,7.64,cents per kilowatt-hour
2773,02,2023,SAT,14.56,cents per kilowatt-hour
2774,02,2023,SAT,10.24,cents per kilowatt-hour
2775,02,2023,ESC,11.23,cents per kilowatt-hour
2776,02,2023,ESC,12.82,cents per kilowatt-hour
2777,02,2023,ESC,7.11,cents per kilowatt-hour
2779,02,2023,ESC,13.39,cents per kilowatt-hour
2780,02,2023,ESC,0.0,cents per kilowatt-hour
2781,02,2023,WSC,9.93,cents per kilowatt-hour
2782,02,2023,WSC,9.49,cents per kilowatt-hour
2783,03,2023,PA,12.71,cents per kilowatt-hour
2784,03,2023,PA,11.15,cents per kilowatt-hour
2785,03,2023,PA,7.77,cents per kilowatt-hour
2787,03,2023,PA,18.13,cents per kilowatt-hour
2788,03,2023,PA,9.36,cents per kilowatt-hour
2789,03,2023,RI,21.6,cents per kilowatt-hour
2790,03,2023,RI,17.11,cents per kilowatt-hour
2791,03,2023,RI,18.78,cents per kilowatt-hour
2793,03,2023,RI,27.91,cents per kilowatt-hour
2794,03,2023,RI,16.1,cents per kilowatt-hour
2795,03,2023,SC,10.25,cents per kilowatt-hour
2796,03,2023,SC,10.39,cents per kilowatt-hour
2797,12,2023,MT,12.05,cents per kilowatt-hour
2798,12,2023,MT,7.04,cents per kilowatt-hour
2800,12,2023,MT,12.58,cents per kilowatt-hour
2801,12,2023,MT,0.0,cents per kilowatt-hour
2802,12,2023,NE,8.79,cents per kilowatt-hour
2803,12,2023,NE,8.51,cents per kilowatt-hour
2804,12,2023,NE,7.32,cents per kilowatt-hour
2806,12,2023,NE,10.47,cents per kilowatt-hour
2807,12,2023,NE,0.0,cents per kilowatt-hour
2808,12,2023,NV,11.44,cents per kilowatt-hour
2809,12,2023,NV,10.98,cents per kilowatt-hour
2810,12,2023,NV,8.14,cents per kilowatt-hour
2812,12,2023,NV,15.55,cents per kilowatt-hour
2813,12,2023,NV,12.1,cents per kilowatt-hour
2814,12,2023,NH,21.53,cents per kilowatt-hour
2815,12,2023,NH,19.56,cents per kilowatt-hour
2816,12,2023,NH,16.44,cents per kilowatt-hour
2818,12,2023,NH,24.74,cents per kilowatt-hour
2819,12,2023,NH,0.0,cents per kilowatt-hour
2820,12,2023,NJ,15.04,cents per kilowatt-hour
2821,12,2023,NJ,13.57,cents per kilowatt-hour
2822,12,2023,NJ,12.03,cents per kilowatt-hour
2824,12,2023,NJ,17.56,cents per kilowatt-hour
2825,12,2023,NJ,11.66,cents per kilowatt-hour
2826,12,2023,NM,8.86,cents per kilowatt-hour
2827,12,2023,NM,10.11,cents per kilowatt-hour
2828,12,2023,NM,5.28,cents per kilowatt-hour
2830,12,2023,NM,13.37,cents per kilowatt-hour
2831,12,2023,NM,0.0,cents per kilowatt-hour
2832,12,2023,NY,17.73,cents per kilowatt-hour
2833,12,2023,NY,16.67,cents per kilowatt-hour
2834,12,2023,NY,6.34,cents per kilowatt-hour
2836,12,2023,NY,22.42,cents per kilowatt-hour
2837,12,2023,NY,14.38,cents per kilowatt-hour
2838,12,2023,NC,11.32,cents per kilowatt-hour
2839,12,2023,NC,10.43,cents per kilowatt-hour
2840,12,2023,NC,8.0,cents per kilowatt-hour
2842,12,2023,NC,12.97,cents per kilowatt-hour
2843,12,2023,NC,9.33,cents per kilowatt-hour
2844,12,2023,ND,7.6,cents per kilowatt-hour
2845,12,2023,ND,6.77,cents per kilowatt-hour
2846,09,2023,MS,10.96,cents per kilowatt-hour
2847,09,2023,MS,11.92,cents per kilowatt-hour
2848,09,2023,MS,6.96,cents per kilowatt-hour
2850,09,2023,MS,12.85,cents per kilowatt-hour
2851,09,2023,MS,0.0,cents per kilowatt-hour
2852,09,2023,MO,12.2,cents per kilowatt-hour
2853,09,2023,MO,11.63,cents per kilowatt-hour
2854,09,2023,MO,8.59,cents per kilowatt-hour
2856,09,2023,MO,14.03,cents per kilowatt-hour
2857,09,2023,MO,13.31,cents per kilowatt-hour
2858,09,2023,MT,10.72,cents per kilowatt-hour
2859,09,2023,MT,12.22,cents per kilowatt-hour
2860,09,2023,MT,6.93,cents per kilowatt-hour
2862,09,2023,MT,13.15,cents per kilowatt-hour
2863,09,2023,MT,0.0,cents per kilowatt-hour
2864,09,2023,NE,9.73,cents per kilowatt-hour
2865,09,2023,NE,9.31,cents per kilowatt-hour
2866,09,2023,NE,7.94,cents per kilowatt-hour
2868,09,2023,NE,12.32,cents per kilowatt-hour
2869,09,2023,NE,0.0,cents per kilowatt-hour
2870,09,2023,NV,14.19,cents per kilowatt-hour
2871,09,2023,NV,13.04,cents per kilowatt-hour
2872,09,2023,NV,12.28,cents per kilowatt-hour
2874,09,2023,NV,16.94,cents per kilowatt-hour
2875,09,2023,NV,13.01,cents per kilowatt-hour
2876,09,2023,NH,19.91,cents per kilowatt-hour
2877,09,2023,NH,18.49,cents per kilowatt-hour
2878,09,2023,NH,15.32,cents per kilowatt-hour
2880,09,2023,NH,23.24,cents per kilowatt-hour
2881,09,2023,NH,0.0,cents per kilowatt-hour
2882,09,2023,NJ,15.68,cents per kilowatt-hour
2883,09,2023,NJ,14.41,cents per kilowatt-hour
2884,09,2023,NJ,12.14,cents per kilowatt-hour
2886,09,2023,NJ,17.97,cents per kilowatt-hour
2887,09,2023,NJ,11.86,cents per kilowatt-hour
2888,09,2023,NM,10.14,cents per kilowatt-hour
2889,09,2023,NM,11.37,cents per kilowatt-hour
2890,09,2023,NM,6.11,cents per kilowatt-hour
2892,09,2023,NM,14.88,cents per kilowatt-hour
2893,09,2023,NM,0.0,cents per kilowatt-hour
2894,09,2023,NY,19.9,cents per kilowatt-hour
2895,09,2023,NY,20.17,cents per kilowatt-hour
2896,09,2023,NY,6.98,cents per kilowatt-hour
2898,09,2023,NY,23.24,cents per kilowatt-hour
2899,09,2023,NY,19.09,cents per kilowatt-hour
2900,09,2023,NC,11.28,cents per kilowatt-hour
2901,09,2023,NC,10.15,cents per kilowatt-hour
2902,09,2023,NC,7.85,cents per kilowatt-hour
2904,09,2023,NC,13.72,cents per kilowatt-hour
2905,09,2023,NC,10.12,cents per kilowatt-hour
2906,09,2023,ND,8.28,cents per kilowatt-hour
2907,09,2023,ND,7.78,cents per kilowatt-hour
2908,09,2023,ND,7.35,cents per kilowatt-hour
2910,10,2023,DC,18.03,cents per kilowatt-hour
2911,10,2023,DC,10.51,cents per kilowatt-hour
2912,10,2023,FL,13.61,cents per kilowatt-hour
2913,10,2023,FL,11.94,cents per kilowatt-hour
2914,10,2023,FL,9.16,cents per kilowatt-hour
2916,10,2023,FL,15.45,cents per kilowatt-hour
2917,10,2023,FL,11.45,cents per kilowatt-hour
2918,10,2023,GA,10.69,cents per kilowatt-hour
2919,10,2023,GA,10.66,cents per kilowatt-hour
2920,10,2023,GA,6.28,cents per kilowatt-hour
2922,10,2023,GA,13.69,cents per kilowatt-hour
2923,10,2023,GA,6.13,cents per kilowatt-hour
2924,10,2023,HI,38.6,cents per kilowatt-hour
2925,10,2023,HI,38.99,cents per kilowatt-hour
2926,10,2023,HI,35.13,cents per kilowatt-hour
2928,10,2023,HI,42.68,cents per kilowatt-hour
2929,10,2023,HI,0.0,cents per kilowatt-hour
2930,10,2023,ID,9.33,cents per kilowatt-hour
2931,10,2023,ID,9.17,cents per kilowatt-hour
2932,10,2023,ID,6.75,cents per kilowatt-hour
2934,10,2023,ID,12.07,cents per kilowatt-hour
2935,10,2023,ID,0.0,cents per kilowatt-hour
2936,10,2023,IL,11.49,cents per kilowatt-hour
2937,10,2023,IL,11.12,cents per kilowatt-hour
2938,10,2023,IL,8.25,cents per kilowatt-hour
2940,10,2023,IL,15.75,cents per kilowatt-hour
2941,10,2023,IL,7.14,cents per kilowatt-hour
2942,10,2023,IN,11.12,cents per kilowatt-hour
2943,10,2023,IN,12.09,cents per kilowatt-hour
2944,10,2023,IN,7.93,cents per kilowatt-hour
2946,10,2023,IN,15.17,cents per kilowatt-hour
2947,10,2023,IN,13.29,cents per kilowatt-hour
2948,10,2023,IA,8.59,cents per kilowatt-hour
2949,10,2023,IA,9.69,cents per kilowatt-hour
2950,10,2023,IA,6.15,cents per kilowatt-hour
2952,10,2023,IA,13.46,cents per kilowatt-hour
2953,10,2023,IA,0.0,cents per kilowatt-hour
2954,10,2023,KS,10.45,cents per kilowatt-hour
2955,10,2023,KS,10.7,cents per kilowatt-hour
2956,10,2023,KS,7.29,cents per kilowatt-hour
2958,10,2023,KS,13.45,cents per kilowatt-hour
2959,10,2023,KS,0.0,cents per kilowatt-hour
2960,12,2023,ND,7.19,cents per kilowatt-hour
2962,12,2023,ND,10.27,cents per kilowatt-hour
2963,12,2023,ND,0.0,cents per kilowatt-hour
2964,12,2023,OH,11.06,cents per kilowatt-hour
2965,12,2023,OH,10.56,cents per kilowatt-hour
2966,12,2023,OH,6.71,cents per kilowatt-hour
2968,12,2023,OH,15.57,cents per kilowatt-hour
2969,12,2023,OH,6.14,cents per kilowatt-hour
2970,12,2023,OK,8.38,cents per kilowatt-hour
2971,04,2023,SAT,10.11,cents per kilowatt-hour
2972,04,2023,ESC,10.28,cents per kilowatt-hour
2973,04,2023,ESC,11.9,cents per kilowatt-hour
2974,04,2023,ESC,6.29,cents per kilowatt-hour
2976,04,2023,ESC,13.06,cents per kilowatt-hour
2977,04,2023,ESC,0.0,cents per kilowatt-hour
2978,04,2023,WSC,8.81,cents per kilowatt-hour
2979,04,2023,WSC,8.46,cents per kilowatt-hour
2980,04,2023,WSC,5.63,cents per kilowatt-hour
2982,04,2023,WSC,13.56,cents per kilowatt-hour
2983,04,2023,WSC,7.37,cents per kilowatt-hour
2984,04,2023,MTN,10.61,cents per kilowatt-hour
2985,04,2023,MTN,10.66,cents per kilowatt-hour
2986,04,2023,MTN,7.5,cents per kilowatt-hour
2988,04,2023,MTN,13.38,cents per kilowatt-hour
2989,04,2023,MTN,12.16,cents per kilowatt-hour
2990,04,2023,PACC,17.61,cents per kilowatt-hour
2991,04,2023,PACC,17.16,cents per kilowatt-hour
2992,04,2023,PACC,11.74,cents per kilowatt-hour
2994,04,2023,PACC,21.33,cents per kilowatt-hour
2995,04,2023,PACC,11.37,cents per kilowatt-hour
2996,04,2023,PACN,32.22,cents per kilowatt-hour
2997,04,2023,PACN,30.94,cents per kilowatt-hour
2998,04,2023,PACN,31.47,cents per kilowatt-hour
3000,04,2023,PACN,34.5,cents per kilowatt-hour
3001,04,2023,PACN,0.0,cents per kilowatt-hour
3002,04,2023,US,12.16,cents per kilowatt-hour
3003,04,2023,US,12.08,cents per kilowatt-hour
3004,04,2023,US,7.51,cents per kilowatt-hour
3006,04,2023,US,16.1,cents per kilowatt-hour
3007,04,2023,US,12.05,cents per kilowatt-hour
3008,07,2023,LA,5.44,cents per kilowatt-hour
3010,07,2023,LA,11.26,cents per kilowatt-hour
3011,07,2023,LA,10.91,cents per kilowatt-hour
3012,07,2023,ME,20.93,cents per kilowatt-hour
3013,03,2023,ND,7.19,cents per kilowatt-hour
3014,03,2023,ND,7.42,cents per kilowatt-hour
3016,03,2023,ND,9.75,cents per kilowatt-hour
3017,03,2023,ND,0.0,cents per kilowatt-hour
3018,03,2023,OH,10.78,cents per kilowatt-hour
3019,03,2023,OH,10.36,cents per kilowatt-hour
3020,03,2023,OH,6.99,cents per kilowatt-hour
3022,03,2023,OH,14.89,cents per kilowatt-hour
3023,03,2023,OH,5.63,cents per kilowatt-hour
3024,03,2023,OK,8.66,cents per kilowatt-hour
3025,03,2023,OK,8.65,cents per kilowatt-hour
3026,06,2023,OK,9.87,cents per kilowatt-hour
3027,06,2023,OK,6.64,cents per kilowatt-hour
3029,06,2023,OK,12.43,cents per kilowatt-hour
3030,06,2023,OK,0.0,cents per kilowatt-hour
3031,06,2023,OR,10.13,cents per kilowatt-hour
3032,06,2023,OR,9.89,cents per kilowatt-hour
3033,06,2023,OR,7.18,cents per kilowatt-hour
